serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed
2AGPRMLY,1,0,,2026-03-26,,Missed,0,0,0,0,1,0,0.008535811677575111,,2019-08-13,
2AGPRMRY,1,0,,2024-08-12,,Missed,0,0,0,0,1,0,0.00043550183181650937,,2019-05-04,
2AGPRRJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.07099180668592453,,2019-05-04,
2AGPS2ZY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011450240854173899,,2019-05-16,
2AGPSEDY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006439488497562706,,2019-05-27,
2AGPSG5Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0021570955868810415,,2019-05-27,
2AGPSGKY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012342515401542187,,2019-08-14,
2AGPSJKY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00190499029122293,,2019-08-14,
2AGPSRUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000659239711239934,,2019-05-16,
2AGPT2PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0027505974285304546,,2019-08-14,
2AGPT48Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0026990151964128017,,2019-06-01,
2AGPT7PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.013481789268553257,,2019-08-13,
2AGPTL4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001974821789190173,,2019-05-27,
2AGPTVLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0016600601375102997,,2019-06-01,
5PG0TA6F,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000714547757524997,,2020-07-14,
5PG0TAKF,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012876242399215698,,2020-05-10,
5PJEJUHE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004061882849782705,,2021-12-28,
5PJJHD9C,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00048459882964380085,,2022-07-18,
5PJJLZTF,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.003861231729388237,,2021-12-03,
5PJKZP4D,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0037380103021860123,,2022-08-04,
5PJVPJGF,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004271297715604305,,2021-05-16,
5PK10N4B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006702511454932392,,2024-12-22,
5PK5ZB1B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014820760115981102,,2024-04-29,
5PKEBJVB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008344936650246382,,2023-11-27,
5PKVXW6B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008612030069343746,,2024-06-01,
5QG63PMB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001210042042657733,,2024-05-28,
5QGBH0MB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008538857800886035,,2023-12-09,
5QGG5KLB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0024682132061570883,,2023-04-05,
5QGG5UPB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.009857723489403725,,2022-12-06,
5QGGAELB,1,1,2025-01-14,2025-06-04,141.0,Early,0,1,0,1,0,0,0.35215145349502563,0.3415530323982239,2023-03-28,658.0
5QGGHWVB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009738503722473979,,2023-12-16,
5QH0Z60B,1,0,,2024-05-14,,Missed,0,0,0,0,1,0,0.28306442499160767,,2023-10-22,
5QHDKVHB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001514759729616344,,2023-11-17,
5QHKE66B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010308061027899384,,2024-04-18,
5QHYP4MB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013110515428707004,,2024-05-15,
5QJBW5VB,1,0,,2024-05-25,,Missed,0,0,0,0,1,0,0.29857808351516724,,2024-02-07,
5QJS57NB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009382934658788145,,2024-01-23,
5QKBEVWB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010262237628921866,,2023-12-14,
5QKDK07B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007706885226070881,,2024-12-20,
5QKHBVPB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010501611977815628,,2024-05-30,
5QKKSM3B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006327350856736302,,2024-04-06,
5QKV55TB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007962388335727155,,2024-02-29,
5QKV6W0B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014018741203472018,,2023-08-14,
5QKV74SB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007474112208001316,,2024-01-09,
5QKV778B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001543364836834371,,2024-06-07,
5QKV7UHB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010852421401068568,,2024-03-04,
5QKV85UB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010568524012342095,,2023-12-02,
5QKVAN8B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008617484709247947,,2023-12-24,
5QKVARLB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000523753697052598,,2023-11-03,
5QKVATKB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007451376295648515,,2024-01-09,
5QKVD71B,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0016501049976795912,,2024-05-10,
5QKVDDVB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011178267886862159,,2024-06-19,
5QKVETTB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0020167860202491283,,2024-06-27,
5QKVEUZB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000888405367732048,,2024-04-22,
5QKVEXJB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001526644453406334,,2023-11-30,
5QKVGLWB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008421157253906131,,2024-05-08,
5QKVHPLB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009102333569899201,,2024-05-07,
5QKVHRMB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002271288773044944,,2024-06-23,
5QKVVTHB,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008042973931878805,,2024-04-15,
8CGNK9GE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0359409861266613,,2019-05-04,
8CGR1V5E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0017089026514440775,,2019-06-01,
8CGSN9XE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009837787365540862,,2019-05-16,
8CGSTSRE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008500753901898861,,2019-05-04,
8CGT5S2E,1,0,,2024-11-05,,Missed,0,0,0,0,1,0,0.09695474803447723,,2019-06-01,
8CGTW4VE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014811439905315638,,2019-06-01,
8CGTZ9HE,1,1,2023-05-06,2023-07-12,67.0,Early,0,1,0,1,0,0,0.5211077332496643,0.35277658700942993,2019-05-16,1451.0
8CGU9LLE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006272553000599146,,2019-05-16,
8CGV369E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001125218695960939,,2019-05-16,
8CGVR04E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.08473606407642365,,2019-05-16,
8CGVTH0E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007445956580340862,,2019-05-04,
8CGW3HPE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007872562273405492,,2019-05-04,
8CGW6ULE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007581034442409873,,2019-05-04,
8CGWPGEE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008544278098270297,,2019-05-16,
8CGXKYVE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007882933132350445,,2019-05-04,
8CGXNNUE,1,0,,2022-05-10,,Missed,0,0,0,0,1,0,0.25432196259498596,,2019-06-01,
8CGY4KUE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0017013296019285917,,2019-05-16,
8CGYJ5TE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001387818600051105,,2019-06-01,
8CGYVS8E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006444971659220755,,2019-06-01,
8CGYW96E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.029081491753458977,,2019-06-01,
8CGYXB6E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.007360486779361963,,2019-08-13,
8CGZ8K3E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006859847926534712,,2019-05-04,
8CGZ8S1E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008179775904864073,,2019-05-04,
8CGZ8SDE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.08235611766576767,,2019-05-04,
8CGZB98E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004667541361413896,,2019-08-14,
8CGZB9VE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008423845865763724,,2019-06-01,
8CGZKBME,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.04585696756839752,,2019-05-04,
8CGZKDHE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010950278956443071,,2019-05-04,
8CGZMEAE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010086423717439175,,2019-05-04,
8CH02WUE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005630438681691885,,2019-08-14,
8CH05AGE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007722812588326633,,2019-05-04,
8CH06AGE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009642803343012929,,2019-05-16,
8CH06B5E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004738457209896296,,2019-05-04,
8CH06E7E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008401881786994636,,2019-05-04,
8CH06EDE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015527006471529603,,2019-06-01,
8CH0869E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010428071254864335,,2019-05-04,
8CH08RNE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002367960521951318,,2019-08-14,
8CH09GGE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001222604769282043,,2019-06-01,
8CH0BYPE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007287521730177104,,2019-08-13,
8CH0BYTE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010464615188539028,,2019-06-01,
8CH0DM8E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006139143952168524,,2019-08-14,
8CH0GNLE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005773423472419381,,2019-05-04,
8CH0GNNE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.016144676133990288,,2019-05-04,
8CH0GNSE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001380495959892869,,2019-05-16,
8CH0HRKE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009107200894504786,,2019-06-01,
8CH0HTRE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013458200264722109,,2019-06-01,
8CH0L5PE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006474448600783944,,2019-06-01,
8CH0R06E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008049706229940057,,2019-05-04,
8CH0R3YE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.05733880028128624,,2019-08-13,
8CH0TLTE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001315914560109377,,2019-08-13,
8CH0TLUE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007429884281009436,,2019-06-01,
8CH0TN2E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009351728367619216,,2019-06-01,
8CH0TN3E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001446537091396749,,2019-08-13,
8CH0TVRE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001117423176765442,,2019-08-14,
8CH0V7TE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.032686036080121994,,2019-06-01,
8CH0VH1E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008809322025626898,,2019-05-16,
8CH0VW0E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007822258048690856,,2019-06-01,
8CH11KPE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009544643107801676,,2019-05-04,
8CH13D7E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005325089441612363,,2019-06-01,
8CH13DAE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009279661462642252,,2019-06-01,
8CH15D3E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.04093872010707855,,2019-05-16,
8CH15YME,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005389474099501967,,2019-06-01,
8CH160KE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014678039588034153,,2019-08-14,
8CH16PBE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.02013758383691311,,2019-06-01,
8CH16ZDE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009588320390321314,,2019-06-01,
8CH16ZUE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0029702673200517893,,2019-06-01,
8CH17M9E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005388889112509787,,2019-06-01,
8CH17MHE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006042176391929388,,2019-08-13,
8CH190UE,1,0,,2022-03-26,,Missed,0,0,0,0,1,0,0.31974029541015625,,2019-08-13,
8CH1APUE,1,0,,2025-09-18,,Missed,0,0,0,0,1,0,0.1063368171453476,,2019-06-01,
8CH1AR5E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006005798932164907,,2019-05-04,
8CH1ARHE,1,0,,2023-09-28,,Missed,0,0,0,0,1,0,0.02457580156624317,,2019-06-01,
8CH1WBME,1,0,,2024-05-05,,Missed,0,0,0,0,1,0,0.01716272346675396,,2019-05-04,
8CH1XHUE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010368189541622996,,2019-05-04,
8CH4AT4E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005984525778330863,,2019-05-27,
8CH4X3TE,1,0,,2022-10-12,,Missed,0,0,0,0,1,0,0.0072576436214149,,2019-05-16,
8CH4YM4E,1,0,,2023-03-03,,Missed,0,0,0,0,1,0,0.00898993480950594,,2019-05-16,
8CH4YM6E,1,0,,2025-03-13,,Missed,0,0,0,0,1,0,0.13493795692920685,,2019-05-16,
8CH4YN8E,1,0,,2024-04-09,,Missed,0,0,0,0,1,0,0.07008913159370422,,2019-05-16,
8CH4Z6UE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001322257798165083,,2019-05-16,
8CH5214E,1,0,,2024-02-15,,Missed,0,0,0,0,1,0,0.3084935247898102,,2019-05-16,
8CH52U5E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007259580306708813,,2019-05-16,
8CH5B9LE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001720827305689454,,2019-05-16,
8CH5E8EE,1,0,,2023-04-04,,Missed,0,0,0,0,1,0,0.05937916785478592,,2019-05-16,
8CH5HRYE,1,0,,2024-12-24,,Missed,0,0,0,0,1,0,0.14755626022815704,,2019-05-16,
8CHRG6JE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00134460034314543,,2019-11-25,
8CHU2WSE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015492057427763939,,2020-06-18,
8CHU7R9E,1,0,,2024-11-09,,Missed,0,0,0,0,1,0,0.036102499812841415,,2021-05-05,
8CHUHHXE,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.021151840686798096,,2020-06-26,
8CJMA59E,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014321430353447795,,2024-04-02,
8DG1BB5Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008199097937904298,,2024-12-20,
8DG3MU5D,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015989275416359305,,2018-07-12,
8DG4SAUD,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0021534839179366827,,2018-07-12,
8DG4SAZD,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008276263251900673,,2018-07-12,
8DG52U7D,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0019677288364619017,,2018-07-12,
8DG52W9D,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007631577318534255,,2018-07-12,
8DG52WND,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011079510441049933,,2018-07-12,
8DG6S3UD,1,0,,2024-06-11,,Missed,0,0,0,0,1,0,0.05117904394865036,,2018-07-12,
8DG88GTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007223904249258339,,2025-01-01,
8DG93TXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012785150902345777,,2024-04-01,
8DJE2HWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006143501377664506,,2019-01-05,
8DJEPPSH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005750963464379311,,2019-01-05,
8DJEPTWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004760425945278257,,2019-01-05,
8DJEUXLH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.02736210636794567,,2019-01-05,
8DK5NDLH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0023851662408560514,,2020-01-03,
8DKHU24H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001342322095297277,,2019-12-29,
8DKUD8AH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007950428407639265,,2019-01-05,
8DKV390H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010000269394367933,,2019-03-01,
8HG28M3H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005991665530018508,,2019-03-01,
8HG7LGUH,1,0,,2025-06-01,,Missed,0,0,0,0,1,0,0.13544204831123352,,2019-06-01,
8HGBYHPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015625354135408998,,2021-10-03,
8HGNAB0H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012882640585303307,,2019-03-28,
8HGZPYVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.19167065620422363,,2019-01-05,
8HH12ZPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007144592236727476,,2018-11-14,
8HH5JYSH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001647489727474749,,2018-11-14,
8HH8BNRH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009608393302187324,,2019-03-28,
8HH8P7RH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011258958838880062,,2019-03-02,
8HH901KH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010107686975970864,,2019-03-28,
8HH9ZRUH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009815851226449013,,2019-03-01,
8HHARE1H,1,1,2023-03-14,2023-03-24,10.0,On time,1,0,0,0,0,0,0.41231298446655273,0.34526050090789795,2019-08-13,1309.0
8HHARGBH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006669127033092082,,2019-03-02,
8HHATBKH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000897376099601388,,2019-03-01,
8HHJXENH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014019034570083022,,2019-01-05,
8HHNHSUH,1,0,,2024-12-06,,Missed,0,0,0,0,1,0,0.040639858692884445,,2019-05-04,
8HHPUREH,1,0,,2024-05-16,,Missed,0,0,0,0,1,0,0.17094701528549194,,2018-11-14,
8HHT1P2H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.007260120939463377,,2018-11-14,
8HHTWXYH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000839691492728889,,2018-11-14,
8HHZ6MGH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009671684820204973,,2018-11-14,
8HJ1NNDH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014853784814476967,,2018-11-14,
8HJ6SJAH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004314020276069641,,2018-11-14,
8HJ6SJTH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00685338769108057,,2018-11-14,
8HJ74BPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010504708625376225,,2018-11-14,
8HJ7UJHH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009450300130993128,,2018-11-14,
8HJ7Y9BH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0060891094617545605,,2018-11-14,
8HJ7Z0DH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008008986478671432,,2019-05-04,
8HJ7Z10H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012483609607443213,,2018-11-14,
8HJ7Z1MH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.008412341587245464,,2018-11-14,
8HJ86APH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.017383800819516182,,2018-11-14,
8HJ86NXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006236922927200794,,2019-05-04,
8HJ8LEXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.03882213309407234,,2019-05-04,
8HJ8LKMH,1,0,,2026-03-14,,Missed,0,0,0,0,1,0,0.07947137951850891,,2018-11-14,
8HJ91WDH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006286072893999517,,2019-05-04,
8HJ94EVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001505816588178277,,2018-11-14,
8HJ9JWTH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.003455942962318659,,2018-11-14,
8HJ9K7HH,1,0,,2025-01-28,,Missed,0,0,0,0,1,0,0.0505090169608593,,2018-11-14,
8HJ9KKGH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006316243670880795,,2019-05-04,
8HJ9KN1H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013361629098653793,,2018-11-14,
8HJ9LS1H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007328318897634745,,2018-11-14,
8HJ9M5NH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010313071543350816,,2018-11-14,
8HJ9M94H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008349072886630893,,2018-11-14,
8HJ9MZBH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006155099836178124,,2019-05-04,
8HJ9NHPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001047312282025814,,2018-11-14,
8HJ9NKKH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002002508845180273,,2018-11-14,
8HJ9RYSH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0020988958422094584,,2018-11-14,
8HJ9S05H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006110216490924358,,2018-11-14,
8HJ9S0EH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012968600494787097,,2018-11-14,
8HJ9Y3ZH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000730315747205168,,2019-05-04,
8HJA085H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0027089572977274656,,2018-11-14,
8HJA2DPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009673974709585309,,2018-11-14,
8HJA8DBH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000992014305666089,,2018-11-14,
8HJBNYTH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.09886681288480759,,2019-01-05,
8HJDK12H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015806593000888824,,2018-11-14,
8HJDX4PH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.003941055852919817,,2018-11-14,
8HJEY89H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005398435168899596,,2019-03-01,
8HJG85RH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007860306068323553,,2019-03-01,
8HJGZPXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013439992908388376,,2018-11-14,
8HJH62EH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0020837837364524603,,2018-11-14,
8HJH8RWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015883861342445016,,2019-03-01,
8HJK2HSH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0206283126026392,,2018-11-14,
8HJLKZRH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0016088478732854128,,2018-11-14,
8HJRD7PH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00031753419898450375,,2019-03-01,
8HJRUMWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011991725768893957,,2018-11-14,
8HJRVW4H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00205791974440217,,2018-11-14,
8HJUGTVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.04500401020050049,,2018-11-14,
8HJVJKPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0027151312679052353,,2018-11-14,
8HJVUAGH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0035910082515329123,,2018-11-14,
8HJWBJXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0019224315183237195,,2018-11-14,
8HJWHD6H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015667336992919445,,2018-11-14,
8HJWHEJH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008579472778365016,,2019-03-28,
8HJXG0WH,1,0,,2022-05-01,,Missed,0,0,0,0,1,0,0.004317452199757099,,2018-11-14,
8HJXKBDH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000598673359490931,,2019-03-01,
8HJXU87H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.036648500710725784,,2018-11-14,
8HJY20MH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0021177681628614664,,2018-11-14,
8HJYTXWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001353806466795504,,2018-11-14,
8HJYU0JH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.010699883103370667,,2018-11-14,
8HJYZNZH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00195200159214437,,2018-11-14,
8HJZ13TH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013227446470409632,,2018-11-14,
8HJZADEH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0018544667400419712,,2018-11-14,
8HJZEG6H,1,0,,2023-11-17,,Missed,0,0,0,0,1,0,0.09112286567687988,,2018-11-14,
